r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,ep_rejected_requests,ep_deploy_all,ep_ffd,ep_ffi,ep_bf1b1,avg_latency,avg_cost,avg_cpu_cluster_selected,gini,executionTime
25.0,100,359.667337,0.25,1.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,633.69,8.0,17.1,0.75,0.67
27.651817,100,361.432247,0.27,3.0,27.65,0.0,100.0,0.0,100.0,0.0,0.0,0.0,483.36,3.92,31.24,0.73,0.34
27.76815,100,363.511502,0.26,2.0,27.77,0.0,100.0,0.0,100.0,0.0,0.0,0.0,564.39,15.86,9.0,0.74,0.52
27.006569,100,366.80211,0.29,1.0,27.01,0.0,100.0,0.0,100.0,0.0,0.0,0.0,585.38,4.28,30.34,0.71,0.74
39.531662,100,369.519066,0.42,2.0,39.53,0.0,100.0,0.0,100.0,0.0,0.0,0.0,555.1,3.98,35.64,0.58,1.02
18.454748,100,371.928492,0.33,2.0,18.45,0.07,93.0,7.0,93.0,0.0,0.0,0.0,680.4,14.67,11.77,0.67,0.9
0.75029624,100,373.598907,0.51,3.0,0.75,0.28,72.0,28.0,72.0,0.0,0.0,0.0,680.51,7.07,17.04,0.49,0.83
26.218903,100,376.144251,0.25,2.0,26.22,0.0,100.0,0.0,100.0,0.0,0.0,0.0,537.75,15.86,8.46,0.75,0.7
41.47647,100,378.428871,0.4,3.0,41.48,0.0,100.0,0.0,100.0,0.0,0.0,0.0,607.93,7.84,29.09,0.6,0.85
25.0,100,380.603739,0.25,1.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,691.6,16.0,10.1,0.75,0.9
36.9509,100,382.944895,0.36,0.0,36.95,0.0,100.0,0.0,100.0,0.0,0.0,0.0,602.09,4.72,36.66,0.64,0.38
39.48359,100,384.387939,0.4,2.0,39.48,0.0,100.0,0.0,100.0,0.0,0.0,0.0,626.1,5.44,32.02,0.6,0.72
